steps_MD_LSTM overall_loss_MD_LSTM time_MD_LSTM relevant_loss_MD_LSTM
0049 0.028686758 0.0740668773651123 0.859665652642522
0050 0.02909645 0.07660293579101562 0.8609468245108349
0051 0.029057296 0.08469510078430176 0.8617292749874359
0052 0.028830778 0.07785916328430176 0.8529807314124711
0053 0.028880758 0.07242822647094727 0.8609957468421198
0054 0.028968137 0.0769500732421875 0.8624733794953094
0055 0.02869536 0.07767772674560547 0.8506994781676188
0056 0.028693497 0.07940292358398438 0.862132313420936
0057 0.02863172 0.0729517936706543 0.8582330580407185
0058 0.028842464 0.07761979103088379 0.8586895451658312
0059 0.028690219 0.08006811141967773 0.8647348083475712
0060 0.028682603 0.07138490676879883 0.8589903091401148
0061 0.02848846 0.07231616973876953 0.856747002210323
0062 0.028740117 0.07722592353820801 0.8574671502354674
0063 0.02866602 0.07671117782592773 0.8626803385814301
0064 0.028611742 0.07431817054748535 0.8538320351204881
0065 0.028469276 0.0773928165435791 0.8586659680017947
0066 0.02874827 0.07688689231872559 0.8608150800722829
0067 0.028716147 0.07905101776123047 0.8563456049958923
0068 0.028620832 0.06977486610412598 0.8557860364192942
0069 0.02857207 0.07634973526000977 0.855434593958206
0070 0.028355181 0.07599592208862305 0.8531207379737895
0071 0.028602898 0.07505011558532715 0.8578855831296691
0072 0.028418155 0.07974791526794434 0.8545938008859881
0073 0.02858397 0.07236671447753906 0.8552968053601591
0074 0.028479155 0.08046889305114746 0.850223581847497
0075 0.02834939 0.0747678279876709 0.8537271025058883
0076 0.028587636 0.07550311088562012 0.8497413648841705
0077 0.028334275 0.07623696327209473 0.8498699527373722
0078 0.028440267 0.08936691284179688 0.8514680228565449
0079 0.028428193 0.07618999481201172 0.8485269334339565
0080 0.028462835 0.08224773406982422 0.8524277399423399
0081 0.028260335 0.07369804382324219 0.8449456191289109
0082 0.028183823 0.0793159008026123 0.8516208165818407
0083 0.028192103 0.07673978805541992 0.8445920870088773
0084 0.028301746 0.07852864265441895 0.8447540207014279
0085 0.028107595 0.0757908821105957 0.8434477766713684
0086 0.02826462 0.07443666458129883 0.8425417573957321
0087 0.027993094 0.07981991767883301 0.8392155483290717
0088 0.028295232 0.07375192642211914 0.842520568578258
0089 0.0281648 0.08348298072814941 0.841159938324379
0090 0.028532293 0.07114219665527344 0.8405053350514896
0091 0.02818349 0.07897496223449707 0.8340379784337683
0092 0.028099947 0.08269882202148438 0.8382426374347683
0093 0.028386066 0.07236576080322266 0.8414390460498788
0094 0.028522637 0.07439732551574707 0.8422981025431595
0095 0.028320018 0.08511900901794434 0.8383680281086257
0096 0.028203486 0.07283186912536621 0.8361131529289638
0097 0.028353624 0.07529592514038086 0.8381930039374197
0098 0.02840608 0.08240914344787598 0.8390398939029362
0099 0.028202754 0.07443809509277344 0.8358205714596106
0100 0.028241549 0.0749812126159668 0.837598101828291
0101 0.028468829 0.0833132266998291 0.842893633134121
0102 0.02802521 0.06951713562011719 0.8322957848621293
0103 0.02814138 0.07425689697265625 0.8390704019862999
0104 0.028085234 0.0838921070098877 0.8374272678207035
0105 0.027967233 0.06981229782104492 0.8317635497528104
0106 0.02815425 0.08715319633483887 0.8379855473747954
0107 0.028117822 0.06949400901794434 0.8380548978028788
0108 0.02813401 0.07690906524658203 0.8425216405030937
0109 0.02830397 0.07238888740539551 0.8362074341904582
0110 0.0284293 0.0749061107635498 0.8406678979909434
0111 0.0282453 0.08320188522338867 0.8378923967095812
0112 0.028362814 0.07455205917358398 0.8423173234676367
0113 0.028408423 0.07739806175231934 0.8477605352168514
0114 0.028031632 0.07724380493164062 0.8385563990193896
0115 0.02803779 0.08260393142700195 0.8353856191865081
0116 0.028297842 0.0788111686706543 0.8414427641320148
0117 0.027789153 0.07167315483093262 0.8402276105947704
0118 0.028082918 0.07279181480407715 0.8412119508534361
0119 0.028442178 0.07979106903076172 0.8474035762337286
0120 0.028196463 0.0745689868927002 0.8367170868295114
0121 0.028112028 0.07553219795227051 0.840519422550407
0122 0.028293844 0.07647490501403809 0.8426017926777195
0123 0.028042471 0.07283210754394531 0.8364412453898201
0124 0.028330237 0.07710003852844238 0.8476474929080586
0125 0.028179387 0.07109498977661133 0.8401985457323399
0126 0.028148279 0.08687996864318848 0.8404599179025702
0127 0.02822078 0.08541011810302734 0.8422735883580426
0128 0.028059512 0.07790708541870117 0.8388179959271842
0129 0.02802689 0.08102130889892578 0.8372402756451256
0130 0.028066255 0.06594586372375488 0.8404873305048284
0131 0.027972773 0.07765817642211914 0.8382198118296176
0132 0.028131165 0.07822418212890625 0.8401583815056187
0133 0.027981533 0.0837099552154541 0.838582500769262
0134 0.028049313 0.08857393264770508 0.8377527559948064
0135 0.028290663 0.0801398754119873 0.8412346015626584
0136 0.028240163 0.07975196838378906 0.8389703558391775
0137 0.027908918 0.07038688659667969 0.8371823067677225
0138 0.02790783 0.0780637264251709 0.8333003412881688
0139 0.028057113 0.07553386688232422 0.8392754232769657
0140 0.028103203 0.08821821212768555 0.8375951380377753
0141 0.028056158 0.07037520408630371 0.8347016625088881
0142 0.028021783 0.08394408226013184 0.833221815959938
0143 0.028307725 0.07674026489257812 0.8365478276935314
0144 0.028156873 0.07178282737731934 0.837024084631474
0145 0.02792395 0.0784451961517334 0.8309114627049656
0146 0.027974635 0.07421398162841797 0.8339739472871924
0147 0.028038092 0.0878899097442627 0.8305367969201991
0148 0.028031163 0.07420992851257324 0.8340540087959007
0149 0.02792091 0.07642412185668945 0.8308034183346508
0150 0.02793914 0.07421302795410156 0.8313695604274249
0151 0.027974658 0.0764322280883789 0.8325351848630412
0152 0.02805689 0.07880187034606934 0.8318454858385227
0153 0.0281001 0.08278989791870117 0.8297555596889716
0154 0.027965125 0.0728449821472168 0.8321391362318504
0155 0.027811918 0.0763559341430664 0.8276029179696535
0156 0.02790012 0.08338308334350586 0.8286309514731641
0157 0.027845077 0.0860741138458252 0.8312574363972429
0158 0.027974421 0.06870317459106445 0.8304412010678758
0159 0.0280643 0.07971620559692383 0.8337607456442067
0160 0.02823775 0.0729680061340332 0.832926173548279
0161 0.028084375 0.07721900939941406 0.8331854023308487
0162 0.027991176 0.07258868217468262 0.8256821161584571
0163 0.028083183 0.08022809028625488 0.8329775975334169
0164 0.027848829 0.08278584480285645 0.8277999310340851
0165 0.02791306 0.06728172302246094 0.8288720337525016
0166 0.027920064 0.08102130889892578 0.8324620180914303
0167 0.027920865 0.06754612922668457 0.8295948026667207
0168 0.027955921 0.07737493515014648 0.833471728367664
0169 0.028014 0.07421326637268066 0.8330835800956696
0170 0.02822543 0.08112907409667969 0.8369782859219853
0171 0.028137911 0.07671809196472168 0.8332097183332428
0172 0.027995698 0.07488417625427246 0.8343465806340365
0173 0.027839135 0.08315014839172363 0.8268384927672758
0174 0.027870558 0.06815695762634277 0.8281912285220274
0175 0.028111145 0.08289813995361328 0.8322164159146237
0176 0.027761875 0.0752103328704834 0.8268254774005496
0177 0.027794845 0.07580113410949707 0.8301371620789091
0178 0.027955545 0.07242393493652344 0.8304742214848219
0179 0.02776441 0.08214497566223145 0.8284342789768119
0180 0.02798004 0.072235107421875 0.8361320297001856
0181 0.027966747 0.08558511734008789 0.8316659512659328
0182 0.027905148 0.06557488441467285 0.8302368664215524
0183 0.027817335 0.0773918628692627 0.8295090379195441
0184 0.027945783 0.07665276527404785 0.8331202135823415
0185 0.027918264 0.07569503784179688 0.8297009115998957
0186 0.027932238 0.07863306999206543 0.8254795340709802
0187 0.027976673 0.08125901222229004 0.8250036656322872
0188 0.027844645 0.08167672157287598 0.8260085723723122
0189 0.027676938 0.0792839527130127 0.8185446068918585
0190 0.027964473 0.07206010818481445 0.8298133700143007
0191 0.028026437 0.08487296104431152 0.829868848899485
0192 0.0277181 0.06818914413452148 0.8237248513407787
0193 0.027851265 0.08704519271850586 0.8287427016203628
0194 0.027658954 0.06923532485961914 0.8224447628336998
0195 0.028105134 0.0872349739074707 0.8250189909553808
0196 0.027943969 0.07877874374389648 0.8262239695683763
0197 0.027726574 0.07172298431396484 0.8239583933926036
0198 0.02809444 0.07997584342956543 0.8305399747984885
0199 0.027813755 0.07783985137939453 0.8291597221246245
0200 0.027827974 0.0728311538696289 0.828585372595749
0201 0.027986612 0.0800011157989502 0.8266468417512516
0202 0.027791098 0.08300590515136719 0.8299165964736376
0203 0.027848892 0.06920814514160156 0.8277257052112618
0204 0.02801694 0.0775911808013916 0.8287031207490316
0205 0.027922258 0.07078695297241211 0.823360200533829
0206 0.02779507 0.08097314834594727 0.8246793504679402
0207 0.027810514 0.06645989418029785 0.8251594394532682
0208 0.027841344 0.08561992645263672 0.8218334941591872
0209 0.027930144 0.08516693115234375 0.8156165352654194
0210 0.027636807 0.08125996589660645 0.8178796092874132
0211 0.02815562 0.07132601737976074 0.8263604620178633
0212 0.02812941 0.07882308959960938 0.8268091309059775
0213 0.027826492 0.08612298965454102 0.8264881559680333
0214 0.027418029 0.06775283813476562 0.8157495480115774
0215 0.02803713 0.0782320499420166 0.8316159184038787
0216 0.027799072 0.07953310012817383 0.8287043767534874
0217 0.027872918 0.0847330093383789 0.8182857171193741
0218 0.027996024 0.07320094108581543 0.8289857512948858
0219 0.027939614 0.07988190650939941 0.8293678057709806
0220 0.027994536 0.0749518871307373 0.8312033467416501
0221 0.027570512 0.08096909523010254 0.811826238098372
0222 0.028009174 0.07621908187866211 0.8243591011919347
0223 0.027885057 0.08063101768493652 0.8224985722649872
0224 0.027838081 0.07491517066955566 0.8192359321440714
0225 0.027738195 0.07877206802368164 0.8195579612615045
0226 0.027661206 0.07258105278015137 0.8181468575786834
0227 0.02781662 0.08452606201171875 0.8147779790458298
0228 0.02791315 0.06466794013977051 0.8199925683883073
0229 0.027967893 0.07953500747680664 0.8249359987093119
0230 0.027388088 0.08033514022827148 0.8106630983643819
0231 0.02776584 0.08507013320922852 0.8239396579450281
0232 0.027558459 0.07079195976257324 0.8187088826221152
0233 0.02761749 0.08206892013549805 0.8220586198536559
0234 0.027721748 0.08726024627685547 0.8205676597621778
0235 0.027615102 0.06721091270446777 0.8183521000950673
0236 0.027728023 0.07819080352783203 0.816563639991853
0237 0.027646607 0.07791709899902344 0.8100382354432355
0238 0.028145991 0.08144402503967285 0.8258782919975058
0239 0.027893454 0.07382893562316895 0.8226978756434211
0240 0.02755925 0.07741308212280273 0.8076765140977157
0241 0.027637815 0.08352804183959961 0.8219576600860417
0242 0.027932927 0.07526707649230957 0.826395021130936
0243 0.027789297 0.07399296760559082 0.8241351454372556
0244 0.027659519 0.09312796592712402 0.811381157633613
0245 0.027848177 0.07098507881164551 0.8099874154268948
0246 0.027757864 0.07832813262939453 0.8103867496101673
0247 0.027769301 0.07659697532653809 0.8114831283746885
0248 0.027623307 0.0780029296875 0.807488597197684
0249 0.027665652 0.08740401268005371 0.8180622215052019
0250 0.027576847 0.06876707077026367 0.8120915492497581
0251 0.027673747 0.07741308212280273 0.821851418841283
0252 0.02776179 0.07472896575927734 0.8271270774499271
0253 0.02773418 0.07841324806213379 0.8271037419904823
0254 0.027560502 0.07801294326782227 0.8187141366868727
0255 0.02750485 0.07674908638000488 0.8149430868217032
0256 0.02773208 0.07792496681213379 0.8165665239391804
0257 0.02749678 0.08111977577209473 0.806168045518989
0258 0.027809113 0.07456827163696289 0.8067896432435782
0259 0.027643109 0.08237576484680176 0.7913005076714515
0260 0.02777031 0.08894109725952148 0.7881972925058823
0261 0.027824743 0.0692286491394043 0.7841388412079686
0262 0.027402077 0.07907891273498535 0.7960517077733262
0263 0.0279307 0.07596397399902344 0.8075417381676513
0264 0.02731705 0.07546496391296387 0.8046882315955824
0265 0.027692527 0.07718682289123535 0.8179027184022568
0266 0.027670002 0.085968017578125 0.8254765616788245
0267 0.027760739 0.06726503372192383 0.8184209698367254
0268 0.027756702 0.07845401763916016 0.8209085600335603
0269 0.027603257 0.08402013778686523 0.8229815765510886
0270 0.027602356 0.07206392288208008 0.8130505213668517
0271 0.027599059 0.0799860954284668 0.8040661000523979
0272 0.027346935 0.07462215423583984 0.796373119135248
0273 0.027318139 0.08387899398803711 0.7862860716858373
0274 0.027578628 0.08253121376037598 0.7867435949463122
0275 0.027429242 0.07358384132385254 0.7816377574534847
0276 0.027558658 0.07811903953552246 0.7874379379888183
0277 0.027298853 0.08349800109863281 0.7897478442564075
0278 0.027463235 0.06884098052978516 0.7850060561070944
0279 0.027665082 0.07818818092346191 0.7927798347077354
0280 0.027716631 0.08039712905883789 0.8026281877113557
0281 0.02756456 0.07939600944519043 0.805561736814554
0282 0.027292352 0.07638096809387207 0.802637024385128
0283 0.027375849 0.07517504692077637 0.7999068651084094
0284 0.02761746 0.08291101455688477 0.8035500233308928
0285 0.02722836 0.08514690399169922 0.7878075037868666
0286 0.027591547 0.06609702110290527 0.7938978513818653
0287 0.02753384 0.07834911346435547 0.7794553426176708
0288 0.027312927 0.07867789268493652 0.7608574315806763
0289 0.027342256 0.0766751766204834 0.760678048185518
0290 0.027606342 0.07686710357666016 0.7755881807720328
0291 0.027141366 0.08425211906433105 0.7833751935219725
0292 0.027639255 0.0715329647064209 0.8141013320003216
0293 0.027380724 0.07584118843078613 0.8063901212815938
0294 0.027424175 0.08740019798278809 0.7984789348175909
0295 0.027493354 0.06755518913269043 0.7877877860429572
0296 0.027241718 0.07818794250488281 0.7643296536350629
0297 0.02725198 0.08445405960083008 0.7617021364023697
0298 0.027280584 0.06602907180786133 0.747211050753702
0299 0.027250059 0.07828807830810547 0.7357079229671699
0300 0.026900534 0.08451104164123535 0.7384096431929981
0301 0.027209364 0.07728314399719238 0.759862835960399
0302 0.026939161 0.07859587669372559 0.7745348091064739
0303 0.027087599 0.07481193542480469 0.782481853128968
0304 0.02705025 0.07897496223449707 0.7708694790866097
0305 0.0270225 0.08501505851745605 0.7408203723652103
0306 0.027112702 0.0687398910522461 0.6959559095433585
0307 0.026568469 0.07724428176879883 0.6730502984424758
0308 0.026961248 0.08394694328308105 0.7012086865022582
0309 0.02689383 0.07496190071105957 0.7279375611299896
0310 0.026570767 0.0706787109375 0.7236834254654955
0311 0.026541842 0.08279299736022949 0.7288064686779172
0312 0.026327347 0.07638692855834961 0.7082942516239038
0313 0.026006121 0.07425093650817871 0.664224829007167
0314 0.02605851 0.08302092552185059 0.6361689280695062
0315 0.025570374 0.0701897144317627 0.6057813231290177
0316 0.02514234 0.08437776565551758 0.6002042662216078
0317 0.025804795 0.06650495529174805 0.6182736975638867
0318 0.025201542 0.08145618438720703 0.5925352706579969
0319 0.025144726 0.08799600601196289 0.6193090552939152
0320 0.024519809 0.06800723075866699 0.5791399701158655
0321 0.024680927 0.08319878578186035 0.5473826330601766
0322 0.023481026 0.08345794677734375 0.48989003391423214
0323 0.023759454 0.07010293006896973 0.507298420484894
0324 0.022926612 0.08320093154907227 0.48032350429270376
0325 0.023707807 0.0801229476928711 0.5065797380969681
0326 0.023550402 0.08800506591796875 0.48560477743768243
0327 0.022884054 0.06966304779052734 0.46357024741984815
0328 0.022592627 0.07196903228759766 0.44278084254870864
0329 0.021547535 0.08056211471557617 0.37266116018116485
0330 0.021650668 0.07028508186340332 0.35220633033525434
0331 0.021626106 0.0807948112487793 0.38680631461986686
0332 0.020969452 0.08331704139709473 0.371023016504314
0333 0.02074536 0.06832695007324219 0.34660759203909486
0334 0.020702135 0.08250117301940918 0.3143090649575743
0335 0.020616967 0.08019089698791504 0.3086258905547498
0336 0.019332241 0.0823519229888916 0.26550021165113247
0337 0.019710373 0.06897401809692383 0.26209284393029236
0338 0.01986126 0.08192324638366699 0.27786176969313187
0339 0.018501474 0.08183932304382324 0.19936348096421774
0340 0.018642878 0.0792548656463623 0.19753449779287596
0341 0.017922299 0.07417917251586914 0.16911310146891556
0342 0.018138222 0.08475780487060547 0.17031728207375713
0343 0.017815448 0.06893420219421387 0.1554481784275823
0344 0.017737532 0.07990407943725586 0.15308770682917983
0345 0.017760243 0.07737898826599121 0.16090672012049706
0346 0.017479418 0.08511495590209961 0.16196294003824252
0347 0.017225714 0.06922316551208496 0.14626877464067567
0348 0.01753178 0.07908391952514648 0.1562441503722778
0349 0.017287835 0.07998180389404297 0.13978363259487092
0350 0.017878383 0.08523392677307129 0.1690693000333643
0351 0.017187692 0.08070111274719238 0.13819317258458397
0352 0.016773738 0.08104205131530762 0.12532132469587182
0353 0.016696751 0.08293700218200684 0.11483046181122258
0354 0.016471367 0.08307480812072754 0.09669930702242935
0355 0.017507326 0.07214593887329102 0.13929745339635358
0356 0.017495297 0.0796658992767334 0.14099354773273087
0357 0.016563134 0.08608698844909668 0.09870049209764264
0358 0.016407376 0.06372904777526855 0.10596759397724331
0359 0.016240321 0.08208608627319336 0.08031494589890142
0360 0.016212706 0.07871675491333008 0.07567991348947833
0361 0.016173348 0.08557009696960449 0.07412447897454011
0362 0.018380612 0.06903409957885742 0.16855622424490913
0363 0.015959509 0.07451701164245605 0.08029200115425628
0364 0.01613344 0.08878302574157715 0.07995827398935207
0365 0.015843667 0.07371997833251953 0.0743361766944679
0366 0.01808858 0.07133007049560547 0.14848431933692577
0367 0.016156632 0.08414602279663086 0.07634632723719537
0368 0.016066832 0.06943893432617188 0.06857419546644938
0369 0.016479539 0.07291889190673828 0.0844477865423679
0370 0.01581935 0.08386588096618652 0.06779611315228573
0371 0.015905404 0.07467818260192871 0.06455267167527756
0372 0.015740203 0.07445907592773438 0.05824843454157791
0373 0.015632937 0.08200502395629883 0.051499682509925204
0374 0.015601734 0.07520723342895508 0.05852374656668413
0375 0.016631294 0.07598114013671875 0.08966595500051545
0376 0.016888842 0.07758378982543945 0.10082334000376815
0377 0.015520421 0.08022308349609375 0.04700950449391916
0378 0.015492875 0.0771188735961914 0.04654307831456106
0379 0.01665609 0.08784985542297363 0.08356028195603361
0380 0.016540572 0.06679344177246094 0.09002710623116206
0381 0.016196452 0.0773019790649414 0.080053819202221
0382 0.015485558 0.08408713340759277 0.04391928326446726
0383 0.015549127 0.06916499137878418 0.04455526479349903
0384 0.015634783 0.07647705078125 0.04687378327348002
0385 0.015471561 0.08233428001403809 0.044712721937733235
0386 0.0157305 0.0749971866607666 0.07350262514237649
0387 0.01539531 0.07481098175048828 0.04049494024686351
0388 0.015362755 0.08509993553161621 0.037708069379783105
0389 0.015409126 0.06924271583557129 0.038151068834963775
0390 0.015348045 0.07650899887084961 0.034622435858179035
0391 0.015381814 0.08412384986877441 0.03433303313582026
0392 0.016687758 0.0725259780883789 0.10249191379266183
0393 0.015504951 0.08954524993896484 0.0437629437488003
0394 0.015541846 0.08700323104858398 0.06191380806912261
0395 0.015489854 0.08873510360717773 0.03169175566758753
0396 0.01564072 0.08589911460876465 0.040925006136124376
0397 0.015226792 0.08740592002868652 0.03114369788960003
0398 0.015291308 0.09123682975769043 0.03273687815210402
0399 0.015379894 0.07468986511230469 0.037685818835457185
0400 0.015314945 0.08829689025878906 0.03654445974365195
0401 0.01574793 0.06711506843566895 0.05516555876031459
0402 0.015184845 0.08274006843566895 0.031636727617785576
0403 0.015161172 0.07446408271789551 0.0313752836606076
0404 0.015322452 0.08829903602600098 0.029567985375775097
0405 0.0152696585 0.07240796089172363 0.026072083727844753
0406 0.015575999 0.07902193069458008 0.04703796274290989
0407 0.015128594 0.08032584190368652 0.025233992063209643
0408 0.015270384 0.079071044921875 0.03054496238523252
0409 0.015203475 0.08811211585998535 0.024654456607632103
0410 0.015142776 0.07102203369140625 0.02698284531426487
0411 0.015017339 0.07920098304748535 0.021744095324267576
0412 0.015210933 0.0784919261932373 0.025362385810757226
0413 0.015119346 0.08183574676513672 0.023402684834208154
0414 0.015067631 0.08331513404846191 0.025148632015673744
0415 0.015279207 0.08561325073242188 0.026924715758071205
0416 0.015131299 0.06476640701293945 0.024087892788537513
0417 0.015005991 0.08519697189331055 0.020791926164190677
0418 0.015034116 0.08225202560424805 0.022523121377305166
0419 0.0152228195 0.07784795761108398 0.02278449661249593
0420 0.015196577 0.08879923820495605 0.023809549164326427
0421 0.015134936 0.06975197792053223 0.021541446606587078
0422 0.015004037 0.07596707344055176 0.018884677658677074
0423 0.01493386 0.08162522315979004 0.019059182755464477
0424 0.0150460005 0.08416199684143066 0.02023281251355158
0425 0.015103969 0.07729387283325195 0.019625785124462336
0426 0.015198036 0.07736086845397949 0.020702930894822558
0427 0.015014138 0.06995511054992676 0.020359342002770786
0428 0.0150210755 0.07673192024230957 0.01893683812831326
0429 0.014964273 0.07395195960998535 0.020896382099564237
0430 0.015223986 0.0764000415802002 0.02187046145441207
0431 0.014920904 0.07680892944335938 0.0177222266811079
0432 0.014895744 0.08231496810913086 0.018863073417446863
0433 0.01487838 0.0765230655670166 0.0174133051489338
0434 0.014881094 0.07592391967773438 0.016524550846222175
0435 0.014943435 0.07627224922180176 0.01600088940099842
0436 0.015170372 0.08118772506713867 0.01778859471743921
0437 0.015115453 0.07769417762756348 0.01653166270931794
0438 0.014857468 0.07613205909729004 0.014775088897747812
0439 0.014993301 0.07702088356018066 0.01617328349392344
0440 0.014899731 0.07298684120178223 0.015096528738155923
0441 0.01485234 0.08356213569641113 0.01567009678394382
0442 0.014813725 0.07785391807556152 0.014669613185704922
0443 0.014858923 0.07706117630004883 0.015338970499390703
0444 0.015308855 0.07596802711486816 0.032986463964182644
0445 0.014923441 0.07548189163208008 0.014331229059505457
0446 0.014904745 0.0789799690246582 0.014909603576945818
0447 0.014939459 0.07919692993164062 0.012652712162234403
0448 0.014972621 0.07966899871826172 0.012994531658446773
0449 0.0150597785 0.08277702331542969 0.013957441262064885
0450 0.014987084 0.0730288028717041 0.013889962643292897
0451 0.014913588 0.07756805419921875 0.013938143487576493
0452 0.014917677 0.07350683212280273 0.013358847836702381
0453 0.0149064865 0.08366918563842773 0.012546858266487826
0454 0.014953904 0.07263994216918945 0.014222538053728195
0455 0.015057705 0.07488512992858887 0.014623427651005771
0456 0.015034482 0.07871174812316895 0.015442113335604413
0457 0.014919212 0.0795440673828125 0.013168948317474616
0458 0.014935645 0.07179999351501465 0.012429939001121992
0459 0.014872262 0.07750296592712402 0.012826326384217657
0460 0.014954938 0.08303999900817871 0.012411392286945544
0461 0.014930109 0.07223725318908691 0.01399216477216414
0462 0.0148640545 0.07733702659606934 0.010919540250741155
0463 0.014883803 0.07612204551696777 0.01132913693125115
0464 0.01481755 0.08235502243041992 0.0112042559259935
0465 0.01507804 0.07564902305603027 0.013061830879125047
0466 0.014690915 0.0780949592590332 0.01163402324983509
0467 0.014909219 0.07654285430908203 0.011767386808126279
0468 0.014727766 0.07653021812438965 0.01116683701426413
0469 0.014762302 0.0785069465637207 0.011799249321673866
0470 0.014825948 0.07947897911071777 0.011818206147948374
0471 0.0149300555 0.07464313507080078 0.012240014357806306
0472 0.014814762 0.08000302314758301 0.01165243060200738
0473 0.014719122 0.08182668685913086 0.011206997222581228
0474 0.015022144 0.07832598686218262 0.01179445576382565
0475 0.015011404 0.0770108699798584 0.011645231967225778
0476 0.014801605 0.0766451358795166 0.010466671229992563
0477 0.014773505 0.0794379711151123 0.010139683052591053
0478 0.014826357 0.07618522644042969 0.010825012497785336
0479 0.014814822 0.08126521110534668 0.010120228613926363
0480 0.014871593 0.08099007606506348 0.01043445597364423
0481 0.014808988 0.07702302932739258 0.00960538924560983
0482 0.014728597 0.07683229446411133 0.009815837528996063
0483 0.014817937 0.08115506172180176 0.009175974749601412
0484 0.015068114 0.08222699165344238 0.011228755069132124
0485 0.014859172 0.08375906944274902 0.010717294184823034
0486 0.014762354 0.07203888893127441 0.00908294513320329
0487 0.014750725 0.07316303253173828 0.009137192746014211
0488 0.014794979 0.07625293731689453 0.008616291174599278
0489 0.014885074 0.07330584526062012 0.009750189251721553
0490 0.014779916 0.08253097534179688 0.008959887358181762
0491 0.014832993 0.07609701156616211 0.009624884244503695
0492 0.014703514 0.08003377914428711 0.007783091883629467
0493 0.014723353 0.07442903518676758 0.007810854742482887
0494 0.014685204 0.0881798267364502 0.007630767351149759
0495 0.014717886 0.07674598693847656 0.007715286463693571
0496 0.014729608 0.0725870132446289 0.00741729738599739
0497 0.014718978 0.08585500717163086 0.008293706528117228
0498 0.014774448 0.07052087783813477 0.008270599830712877
0499 0.014899257 0.08667206764221191 0.009040703852358778
0500 0.014870336 0.07115483283996582 0.008293271992771523
0501 0.014761576 0.06604909896850586 0.008252394679144626
0502 0.014826063 0.0644381046295166 0.008517010371243083
0503 0.014746292 0.07332491874694824 0.0088153475105206
0504 0.014807772 0.08179306983947754 0.00858930009627934
0505 0.014927492 0.06897497177124023 0.017794843928402804
0506 0.014842298 0.07440400123596191 0.00815154392550288
0507 0.014654775 0.07854795455932617 0.007798490885427833
0508 0.014883516 0.07517504692077637 0.00950589071368424
0509 0.014794227 0.08251023292541504 0.007562289465672611
0510 0.014822591 0.07526803016662598 0.008464348567914337
0511 0.0148460455 0.08258700370788574 0.008450279192635302
0512 0.01471253 0.07370185852050781 0.008559829238662164
0513 0.014864682 0.08553481101989746 0.008374131914440586
0514 0.014753031 0.07032990455627441 0.007573446501599301
0515 0.014792219 0.08202981948852539 0.007329499824709984
