steps_HORIZONTAL_SD_LSTM overall_loss_HORIZONTAL_SD_LSTM time_HORIZONTAL_SD_LSTM relevant_loss_HORIZONTAL_SD_LSTM
0130 0.03125894 0.003195047378540039 0.9319091634455848
0131 0.030203342 0.0030739307403564453 0.910227749362408
0132 0.030270174 0.0027892589569091797 0.9130464298695682
0133 0.029862365 0.0026328563690185547 0.903358618134876
0134 0.03048721 0.004868984222412109 0.9141483714155921
0135 0.030635517 0.0075337886810302734 0.9140993058733892
0136 0.030113224 0.004502058029174805 0.9043008349247079
0137 0.03022829 0.0058438777923583984 0.9034965331144932
0138 0.029833727 0.0037751197814941406 0.8961693480301504
0139 0.03040614 0.003757953643798828 0.904950416996524
0140 0.029478215 0.003760814666748047 0.8834481238116423
0141 0.029181179 0.0035169124603271484 0.8717367645904959
0142 0.030070683 0.003340005874633789 0.889647077854544
0143 0.029644266 0.003442049026489258 0.8803896025617166
0144 0.029031988 0.0032439231872558594 0.8722441467358439
0145 0.028659187 0.003598928451538086 0.8573129502818897
0146 0.028774086 0.003923892974853516 0.858093639824724
0147 0.02929325 0.004090070724487305 0.867640965847521
0148 0.029343724 0.00676417350769043 0.8698856666064858
0149 0.028713606 0.0039370059967041016 0.8511317773206515
0150 0.029363144 0.004205942153930664 0.8638909544725903
0151 0.029011227 0.00623774528503418 0.8551201920586367
0152 0.028540902 0.0039441585540771484 0.8419798851556972
0153 0.028813258 0.0036749839782714844 0.839781090173706
0154 0.028780054 0.0035359859466552734 0.8471428912097525
0155 0.028477866 0.0033969879150390625 0.8412161805489509
0156 0.028928077 0.003556966781616211 0.8505614097085177
0157 0.028608825 0.003480195999145508 0.8413029666272095
0158 0.02891048 0.0033926963806152344 0.8483469781757295
0159 0.028588999 0.0029478073120117188 0.845301498373207
0160 0.02896379 0.0030291080474853516 0.8513822924816754
0161 0.028882273 0.0036001205444335938 0.854695293703088
0162 0.028309558 0.0041027069091796875 0.8417285576878976
0163 0.028505364 0.0033600330352783203 0.8450258813186429
0164 0.028718576 0.0030219554901123047 0.8442540443736001
0165 0.02859598 0.002937793731689453 0.8488233429566011
0166 0.028038647 0.005797863006591797 0.8382923279715584
0167 0.028301615 0.007896900177001953 0.8402203767161162
0168 0.028467625 0.005025148391723633 0.8473981937694067
0169 0.028807186 0.006037712097167969 0.8573546978361091
0170 0.028592192 0.0036749839782714844 0.8547971526405882
0171 0.028225929 0.003919124603271484 0.8471804010652283
0172 0.028224278 0.003580808639526367 0.8446896890380795
0173 0.028564792 0.003473997116088867 0.8539475529778924
0174 0.028053585 0.003429889678955078 0.844987175407073
0175 0.02835222 0.003942251205444336 0.8495981819768326
0176 0.028544575 0.003826141357421875 0.8535764889512887
0177 0.02826317 0.0035789012908935547 0.8482900420409013
0178 0.028624818 0.004084110260009766 0.8523729591690528
0179 0.02854348 0.003498077392578125 0.8538706471402988
0180 0.028264817 0.0029790401458740234 0.852909259062121
0181 0.028231572 0.002826213836669922 0.8487360474025423
0182 0.028396517 0.002786874771118164 0.8540621007098764
0183 0.028273262 0.0033011436462402344 0.850210402841554
0184 0.028162532 0.0076601505279541016 0.8481864838937321
0185 0.028235652 0.005504131317138672 0.850534247310745
0186 0.028210642 0.005777120590209961 0.8501197441945392
0187 0.02806191 0.004815816879272461 0.8463054265600394
0188 0.028206997 0.0036389827728271484 0.8510986052216867
0189 0.02819692 0.0035970211029052734 0.8485067639272875
0190 0.028049704 0.003609180450439453 0.8482083249229826
0191 0.028205978 0.0033190250396728516 0.84861498968098
0192 0.028218614 0.003242015838623047 0.850143179647457
0193 0.028134603 0.003905057907104492 0.8481868874813632
0194 0.028238378 0.003247976303100586 0.8471261018803629
0195 0.027921095 0.0029959678649902344 0.8437578442164527
0196 0.028389763 0.003998994827270508 0.8496154827171447
0197 0.028189283 0.0038750171661376953 0.8452732598233761
0198 0.02830593 0.003278017044067383 0.8463975754634707
0199 0.02808813 0.002858877182006836 0.8430319445285184
0200 0.028243097 0.002544879913330078 0.8494095015530452
0201 0.028250888 0.002505064010620117 0.8499622510497815
0202 0.028266374 0.0056760311126708984 0.8469662222251939
0203 0.028246243 0.006226778030395508 0.8447417444161133
0204 0.028307207 0.004395008087158203 0.851238164162694
0205 0.028203798 0.005591869354248047 0.844320372448102
0206 0.027956452 0.004940032958984375 0.8423006808238123
0207 0.028092796 0.0037093162536621094 0.8436104595127039
0208 0.028097212 0.003631114959716797 0.8450106222718693
0209 0.028031833 0.003542184829711914 0.8453387260797688
0210 0.02830377 0.003330707550048828 0.8445741293520664
0211 0.02808189 0.003704071044921875 0.8423057524792625
0212 0.028036155 0.003824949264526367 0.8405209637196476
0213 0.028190356 0.0032362937927246094 0.8448830742450144
0214 0.028063841 0.0035729408264160156 0.8453514766582544
0215 0.028296746 0.00406193733215332 0.8445205488642515
0216 0.028291583 0.003580808639526367 0.8464393691036539
0217 0.02808912 0.0032160282135009766 0.8454501612767857
0218 0.028098725 0.0030939579010009766 0.8423149034752199
0219 0.028172396 0.002565145492553711 0.8442811429336392
0220 0.027938426 0.005608797073364258 0.8420386309727597
0221 0.028056227 0.006207942962646484 0.8429699011038438
0222 0.028080316 0.0052509307861328125 0.8416656714476054
0223 0.027961139 0.0061740875244140625 0.8411094580645053
0224 0.028093472 0.004173755645751953 0.8438504534039972
0225 0.028114531 0.003677845001220703 0.8439001966173245
0226 0.02801264 0.003595113754272461 0.8439590777453155
0227 0.028150575 0.0035431385040283203 0.8444116086946805
0228 0.028127896 0.0034580230712890625 0.8426481880999666
0229 0.028007727 0.004271984100341797 0.8388349354003669
0230 0.027967982 0.0034029483795166016 0.8400148923558007
0231 0.028018229 0.0032460689544677734 0.8412910612788218
0232 0.027992506 0.003450155258178711 0.8392425925720468
0233 0.028193908 0.004181861877441406 0.8431655524533006
0234 0.028064806 0.0034818649291992188 0.8414577716660843
0235 0.028100539 0.002830028533935547 0.8395570747781984
0236 0.028088221 0.0028150081634521484 0.8420106156068259
0237 0.028155712 0.0027370452880859375 0.8429616700711717
0238 0.027994005 0.005131959915161133 0.843654177069389
0239 0.02809978 0.006596803665161133 0.8418107590449864
0240 0.028145373 0.0050640106201171875 0.8434290282649788
0241 0.027995534 0.006562232971191406 0.8390144489968185
0242 0.02802014 0.004786968231201172 0.8413079704795166
0243 0.02813604 0.0036971569061279297 0.8410716631226266
0244 0.027931456 0.003306865692138672 0.8406064463465039
0245 0.028034348 0.0036280155181884766 0.8401751084584345
0246 0.028136622 0.0035657882690429688 0.8441718855188768
0247 0.027909411 0.004049062728881836 0.8399625187203589
0248 0.02800063 0.003329038619995117 0.8405915631420908
0249 0.02817056 0.0034558773040771484 0.845746486485665
0250 0.02810134 0.003632068634033203 0.8440653911375857
0251 0.028023295 0.0039980411529541016 0.8442447608602626
0252 0.028051864 0.0036749839782714844 0.8422235094973627
0253 0.028053237 0.0030498504638671875 0.8435514457747151
0254 0.028056022 0.002730846405029297 0.839759349998279
0255 0.027891465 0.0027840137481689453 0.8399170282524635
0256 0.028080132 0.005417346954345703 0.8450254790737903
0257 0.028212208 0.005260944366455078 0.8433398432295555
0258 0.027929585 0.005143880844116211 0.8380774200535248
0259 0.02799796 0.006044149398803711 0.8350714803706115
0260 0.028060656 0.0040149688720703125 0.8421468168774122
0261 0.027921395 0.003621816635131836 0.8360244308046358
0262 0.028211486 0.0034737586975097656 0.8411151214873772
0263 0.027867796 0.0033311843872070312 0.8366443901330014
0264 0.027996233 0.003222942352294922 0.8377833666863199
0265 0.028053854 0.004024028778076172 0.8421183273349533
0266 0.02802216 0.0037109851837158203 0.8448637328633495
0267 0.02797406 0.0034761428833007812 0.837556829775971
0268 0.028054174 0.0037059783935546875 0.839650993301746
0269 0.028193738 0.0038428306579589844 0.848700870125886
0270 0.027976453 0.003366231918334961 0.8348645541936239
0271 0.028029084 0.003077983856201172 0.838698852292553
0272 0.028034383 0.0029807090759277344 0.8439476145399364
0273 0.02812415 0.002969980239868164 0.8438513500193247
0274 0.028098896 0.006500720977783203 0.836518337736365
0275 0.028115887 0.008659124374389648 0.8438657226333788
0276 0.028007608 0.007192134857177734 0.8384327770597562
0277 0.028043661 0.0042150020599365234 0.8402538505024124
0278 0.028045934 0.004113197326660156 0.8396733258830713
0279 0.028070122 0.003977060317993164 0.8416115396379487
0280 0.028063346 0.004274129867553711 0.8360869822939718
0281 0.02798404 0.00457310676574707 0.8437213374361558
0282 0.02796387 0.003895998001098633 0.8360266101867896
0283 0.028000891 0.0034987926483154297 0.840553191567199
0284 0.027927022 0.003595590591430664 0.842449467416472
0285 0.027996875 0.00451207160949707 0.8428125751900089
0286 0.02810255 0.0041768550872802734 0.8442427863840103
0287 0.028083175 0.003549337387084961 0.8450146065545319
0288 0.028104482 0.003103017807006836 0.8433004632577934
0289 0.02806554 0.0052258968353271484 0.843547666190967
0290 0.028043654 0.007850885391235352 0.841202542068062
0291 0.027910838 0.005947113037109375 0.843596915085334
0292 0.027940251 0.005448818206787109 0.8432496788798689
0293 0.028105097 0.004477977752685547 0.8471835990122729
0294 0.028143695 0.0037751197814941406 0.8456870133692251
0295 0.02805648 0.0034749507904052734 0.8347605656892838
0296 0.028012041 0.003593921661376953 0.84097715153128
0297 0.027985312 0.003367900848388672 0.837646585430779
0298 0.02806257 0.004124879837036133 0.84014267921786
0299 0.028053336 0.00345611572265625 0.845389654317172
0300 0.027922705 0.003104686737060547 0.8394332899984607
0301 0.02815953 0.003567218780517578 0.8469269298665315
0302 0.027873747 0.003919839859008789 0.8405219426811383
0303 0.027985455 0.003185749053955078 0.8387086869887241
0304 0.028038763 0.0030710697174072266 0.8421749613213815
0305 0.027988007 0.002835988998413086 0.8407303567711109
0306 0.028086942 0.003245830535888672 0.8416520641579825
0307 0.028100692 0.00701594352722168 0.8438080988190504
0308 0.02803883 0.0048351287841796875 0.8383269103509765
0309 0.027919065 0.0060269832611083984 0.8399361601759062
0310 0.028073885 0.004957914352416992 0.8435231595669018
0311 0.0280906 0.0037758350372314453 0.8391229545593454
0312 0.02783921 0.003648996353149414 0.838331239184446
0313 0.0280375 0.003793954849243164 0.8416630082883096
0314 0.028086603 0.0034949779510498047 0.8410414379026367
0315 0.028009612 0.0034427642822265625 0.841893828404362
0316 0.027957099 0.0037598609924316406 0.8389552729243326
0317 0.027998276 0.0036067962646484375 0.8365623079890118
0318 0.027937593 0.0034880638122558594 0.8365898419461678
0319 0.02813823 0.003670930862426758 0.8429743881304395
0320 0.02799502 0.0037059783935546875 0.8409224080905676
0321 0.028094364 0.002959012985229492 0.8437393007050342
0322 0.0280649 0.002637624740600586 0.8415541443515664
0323 0.027870955 0.0027551651000976562 0.8416356816933741
0324 0.02790007 0.0026099681854248047 0.8366215504629427
0325 0.02806254 0.0054378509521484375 0.838170997401216
0326 0.028022744 0.006181955337524414 0.8409225608862456
0327 0.02799448 0.005305051803588867 0.8418459906794471
0328 0.027981265 0.006337165832519531 0.8379145249708219
0329 0.027963134 0.004282236099243164 0.8389506059683957
0330 0.02814929 0.0036199092864990234 0.8417288428087112
0331 0.02811015 0.0035631656646728516 0.8395923509671575
0332 0.028075619 0.0035669803619384766 0.8402022778852145
0333 0.028023142 0.0034089088439941406 0.8370462119543461
0334 0.028113862 0.004079103469848633 0.8372994720797753
0335 0.028101884 0.0038080215454101562 0.8387343536131635
0336 0.027947597 0.0033080577850341797 0.8399146327958144
0337 0.028030435 0.003695964813232422 0.8397970374417097
0338 0.027960401 0.0041120052337646484 0.8390039799899286
0339 0.02803543 0.0032808780670166016 0.8372180074630835
0340 0.028126862 0.0031311511993408203 0.8375928742189076
0341 0.028109781 0.002923727035522461 0.8338829866877147
0342 0.028144278 0.0026760101318359375 0.8429792987473199
0343 0.027922016 0.0052568912506103516 0.8343620303069114
0344 0.027951851 0.0066759586334228516 0.8414607529992401
0345 0.027987547 0.004435062408447266 0.842988392387215
0346 0.028034167 0.005789995193481445 0.839311467500325
0347 0.027940221 0.004565000534057617 0.8429368070899632
0348 0.028045574 0.0037238597869873047 0.8382392249414283
0349 0.028187005 0.0035390853881835938 0.8482510948631058
0350 0.02814544 0.0034933090209960938 0.8441456142133477
0351 0.02830368 0.0032181739807128906 0.8391432208139906
0352 0.028097298 0.0037479400634765625 0.8445647063600166
0353 0.028046293 0.0038301944732666016 0.8396202159285586
0354 0.027965978 0.003446817398071289 0.8451110670732241
0355 0.027867524 0.0035181045532226562 0.8365447725584296
0356 0.028073817 0.0037260055541992188 0.8407939048272934
0357 0.028208418 0.0033180713653564453 0.8437453354722868
0358 0.027925843 0.002920866012573242 0.842320103640771
0359 0.028103994 0.0027310848236083984 0.8457806291863836
0360 0.0278096 0.0025310516357421875 0.8388553271980349
0361 0.027971601 0.003587007522583008 0.8394401632876695
0362 0.028081246 0.007055997848510742 0.8417742443183374
0363 0.028047841 0.005012989044189453 0.8441530007813074
0364 0.027895294 0.005891084671020508 0.8439345998747485
0365 0.027922448 0.005602121353149414 0.8376990660654583
0366 0.027960135 0.0036711692810058594 0.8394396254143741
0367 0.027939735 0.0033571720123291016 0.8378644603605543
0368 0.027944941 0.003354310989379883 0.841519185058216
0369 0.02797842 0.003412008285522461 0.8369882113733271
0370 0.027940998 0.0032961368560791016 0.8384989369147626
0371 0.027999934 0.003957986831665039 0.8396290705537308
0372 0.02799666 0.003362894058227539 0.8415432951884791
0373 0.027978104 0.0035200119018554688 0.8348474103824957
0374 0.027884033 0.0039441585540771484 0.8364473966026256
0375 0.027985353 0.0032880306243896484 0.8365757305320788
0376 0.02794512 0.003161907196044922 0.8390060821596002
0377 0.028086793 0.0026230812072753906 0.8391027229250184
0378 0.028155727 0.0024759769439697266 0.8442061307650583
0379 0.028002955 0.00327301025390625 0.8406159788681347
0380 0.027979782 0.008198976516723633 0.8427953751712245
0381 0.028119367 0.005207061767578125 0.8399354673320533
0382 0.027956635 0.006165742874145508 0.8363515040526512
0383 0.02781346 0.004887819290161133 0.8366549553160381
0384 0.027738107 0.003985166549682617 0.8317018064681467
0385 0.028052086 0.0036840438842773438 0.8400141684573472
0386 0.027988315 0.0037250518798828125 0.8410851189240506
0387 0.027925044 0.0036292076110839844 0.8374073775566258
0388 0.027986906 0.0031960010528564453 0.8393219180941683
0389 0.02791749 0.004165172576904297 0.8376727788711984
0390 0.027975839 0.003419160842895508 0.8370142839676471
0391 0.027941165 0.003554821014404297 0.8426547863541989
0392 0.02793074 0.0038688182830810547 0.8349798431303874
0393 0.027888319 0.0033740997314453125 0.8285214230773734
0394 0.02819622 0.0031349658966064453 0.8413487646346466
0395 0.028023418 0.0028009414672851562 0.8373726492784523
0396 0.02810927 0.0027430057525634766 0.8404017860020263
0397 0.02815466 0.0043408870697021484 0.8367730294585576
0398 0.02807785 0.007318019866943359 0.8418950817065395
0399 0.028069137 0.005190849304199219 0.8374267991706379
0400 0.028333757 0.006108283996582031 0.8414162929062864
0401 0.027839612 0.004238128662109375 0.8358462702786214
0402 0.027825011 0.003596067428588867 0.8307428616357491
0403 0.028047828 0.003510713577270508 0.8394569124102437
0404 0.027928418 0.0033957958221435547 0.8359388557576121
0405 0.02806749 0.003344297409057617 0.8418927390161461
0406 0.02804469 0.0032241344451904297 0.8400424197444039
0407 0.027888041 0.004072904586791992 0.8387030353835151
0408 0.028030084 0.003278970718383789 0.8460672671269087
0409 0.028085332 0.0035140514373779297 0.8410007300149254
0410 0.027999055 0.0040700435638427734 0.8376416075749562
0411 0.028059643 0.0037407875061035156 0.8392600230541964
0412 0.027976306 0.003081798553466797 0.837143411757489
0413 0.027949557 0.0029020309448242188 0.8415021031191421
0414 0.027974796 0.002647876739501953 0.841373332833168
0415 0.028164987 0.003748178482055664 0.8420664709044365
0416 0.027876142 0.007003068923950195 0.8416017843282357
0417 0.02814742 0.005053997039794922 0.8378971408825813
0418 0.02803611 0.005280971527099609 0.844714740824251
0419 0.027898222 0.005715131759643555 0.8348262810126861
0420 0.027977131 0.0037899017333984375 0.8391441193993932
0421 0.02793295 0.0034668445587158203 0.8366333564903379
0422 0.027952818 0.0036208629608154297 0.8370389392085777
0423 0.02812288 0.003339052200317383 0.842101804148269
0424 0.027925739 0.003401041030883789 0.8403648685170746
0425 0.02809206 0.004108905792236328 0.8418666849537977
0426 0.028050777 0.003316164016723633 0.8419938862160155
0427 0.02803313 0.0033550262451171875 0.8364725050913048
0428 0.028222455 0.0035500526428222656 0.8456796696819546
0429 0.028057642 0.0036330223083496094 0.8425842786193447
0430 0.028049216 0.003314971923828125 0.8437796466233419
0431 0.02796986 0.002865314483642578 0.8354657580491337
0432 0.027931113 0.0027620792388916016 0.838643497844717
0433 0.028071802 0.0032868385314941406 0.8377513465332975
0434 0.028045842 0.007500171661376953 0.8381902351732394
0435 0.028229263 0.005144834518432617 0.844510318437258
0436 0.027971435 0.005967855453491211 0.8396543445425195
0437 0.02808582 0.004936933517456055 0.8449077917350368
0438 0.028071284 0.0039370059967041016 0.8460795791405551
0439 0.02797818 0.003598928451538086 0.8397502433635387
0440 0.027929448 0.0036089420318603516 0.837113658831147
0441 0.028108915 0.003300905227661133 0.8375123857884141
0442 0.02798305 0.0032830238342285156 0.8400769281958388
0443 0.028143896 0.003670930862426758 0.8458295957326426
0444 0.028107699 0.0034379959106445312 0.8428073844224835
0445 0.028107312 0.003130197525024414 0.8421868934162873
0446 0.028037416 0.0034148693084716797 0.8409221254956405
0447 0.028138358 0.0037543773651123047 0.8451238116650901
0448 0.027969804 0.003171682357788086 0.8394748775678591
0449 0.027944664 0.0027582645416259766 0.8356862750884428
0450 0.027946426 0.0026018619537353516 0.8351125728427697
0451 0.028051008 0.0026700496673583984 0.8402643227010179
0452 0.02809793 0.005295991897583008 0.838581789383817
0453 0.028170984 0.007771968841552734 0.8458364569943106
0454 0.027909197 0.004921913146972656 0.8350336971639678
0455 0.027914802 0.006773948669433594 0.8410147745723812
0456 0.028065957 0.004441976547241211 0.842388340251547
0457 0.027964637 0.0035390853881835938 0.8414633912654099
0458 0.028033247 0.003437042236328125 0.8433713221759345
0459 0.02794563 0.0034508705139160156 0.8393129849133085
0460 0.027860261 0.0034377574920654297 0.8408624112081332
0461 0.028048553 0.0037391185760498047 0.8359717674699796
0462 0.028011508 0.004000186920166016 0.8377838095640546
0463 0.028008688 0.003323793411254883 0.8438190488783012
0464 0.028064908 0.0037310123443603516 0.8427582515201131
0465 0.028168347 0.003810882568359375 0.8383957038548623
0466 0.02792167 0.003195047378540039 0.8380502423793685
0467 0.028019127 0.0027513504028320312 0.8430443354839544
0468 0.028084543 0.002696990966796875 0.8377442660959842
0469 0.028096553 0.0026280879974365234 0.8382450438813553
0470 0.028166188 0.004678010940551758 0.8408258990256059
0471 0.028120384 0.0067179203033447266 0.8431213842642817
0472 0.02807613 0.005218029022216797 0.8427438000504934
0473 0.027894257 0.006134986877441406 0.8396602986282327
0474 0.027944192 0.004327297210693359 0.8397578964109871
0475 0.028107082 0.0037381649017333984 0.8388742000535041
0476 0.027977742 0.0034160614013671875 0.8443954898645241
0477 0.027984671 0.003365039825439453 0.8412979443061889
0478 0.02797379 0.0031931400299072266 0.8384352246681948
0479 0.027913438 0.0037980079650878906 0.8406522699794214
0480 0.028100273 0.0038878917694091797 0.8413455638961198
0481 0.028063178 0.0036041736602783203 0.8398207435529726
0482 0.027854256 0.003740072250366211 0.8371590918717122
0483 0.027947508 0.0041348934173583984 0.8421156884877612
0484 0.028207604 0.003258943557739258 0.8449963644828603
0485 0.027956605 0.003041982650756836 0.8386303789529319
0486 0.027813185 0.002749919891357422 0.838804293382341
0487 0.027947575 0.0026848316192626953 0.8366560328812069
0488 0.028101845 0.005172014236450195 0.8388623288112161
0489 0.027872525 0.0067729949951171875 0.8371384649292312
0490 0.027849853 0.004515886306762695 0.8395792120449976
0491 0.027977642 0.005959272384643555 0.8405896885157385
0492 0.027994804 0.0050411224365234375 0.8385846932229931
0493 0.027915858 0.003593921661376953 0.834345175568128
0494 0.02805426 0.003493070602416992 0.839360398649079
0495 0.028073272 0.0034880638122558594 0.8378348722385978
0496 0.02803019 0.003426074981689453 0.8366988714748427
0497 0.02782106 0.003253936767578125 0.8330635926530034
0498 0.02796775 0.0038547515869140625 0.8380259401689577
0499 0.028121434 0.002971172332763672 0.8341413178207218
0500 0.028036054 0.0035719871520996094 0.8380292348996194
0501 0.027948398 0.004051923751831055 0.8389141477146165
0502 0.028111883 0.0033299922943115234 0.8384543335079842
0503 0.027940694 0.0029401779174804688 0.8379334040805542
0504 0.027786762 0.0028688907623291016 0.8365305744390632
0505 0.028000347 0.002844095230102539 0.839787993592039
